阿斯特堪之路（传送门）, -4314.71, 82.72, 206.52,
阿斯特堪山谷（传送门）, -4736.89, 20.64, 177.22,
圣像堡（传送门）, -4797.83, 23.12, -454.20,
圣像堡（主-被遗忘的恶魔）, -4830.80, 39.00, -501.26,
圣像堡军械库（主-指挥官卢修斯）, -6111.01, 0.01, 134.50,
圣像堡（主-清理圣象堡大门）, -4749.87, 22.87, -558.19,
圣像堡（主交-清理圣象堡大门）, -4830.80, 39.00, -501.26,
大墓地之门（传送门）, -4810.84, 8.45, -1095.28,

大墓地内部（传送门+交任务）, -5163.84, 17.58, -1553.40,
大墓地内部（A北部车）, -5289.71, 14.00, -1574.08,
大墓地内部（B北部车）, -5331.48, 30.00, -1540.18,
大墓地内部（A西部车）, -5297.63, 21.43, -1473.13,
大墓地之门（B西部车）, -5219.29, 30.00, -1525.24,
大墓地内部（A东部车）, -5288.60, 12.00, -1704.62,
大墓地内部（B东部车）, -5199.45, 25.00, -1647.20,

罗格霍瑞恩的封印之地（门口）, -6327.17, -8.11, -385.69,
圣像堡（主线交任务）, -4830.00, 39.00, -501.00,
